url,title,associated-university-institution-company,type,image,category-subject-area,certificate-is-available,description,duration,language,level,prerequisites,price,rating,syllabus,timestamp
https://www.coursera.org/learn/communication-strategies-virtual-age,Communication Strategies for a Virtual Age,University of Toronto,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~communication-strategies-virtual-age/XDP~COURSE!~communication-strategies-virtual-age.jpeg,Leadership and Management,Shareable Certificate,"Communication has changed! The traditional rules for speaking and presenting, meeting coordination, influencing people, negotiating and selling ideas no longer apply in a world of skype, messenger, video and teleconference.  This course will act as an overview on several concepts each of which could be a course of their own and our goal is to give you tools that you can practice and perfect on your own.",Approx. 7 hours to complete,English,Beginner Level,-,free,4.8,"Introduction to Virtual Teams and Virtual Communication ~.~ This module is intended to create a foundation for the course by challenging your ideas of not just what virtual communication means, but also communication as  a whole.  This module will also introduce the foundational ideas of the whole course. ~.~ Virtual Meetings: Boring to Awesome ~.~ In this module we cover meetings both in person and virtually.  We will discuss how to make meetings dramatically more efficient and effective. We will also introduce strategies to make the meetings more interactive and to keep an audiences attention especially when they are looking at a screen. ~.~ Influence, Power and Questioning Strategies in Virtual Collaboration ~.~ In this module we move from presenting to convincing and persuading.  These ideas can be applied to to presentations and also one-on-one communication both in-person and virtually.  We will cover how recognize peoples communication styles and motivations and how strategically communicate in a way that will resonate with them. ~.~ Speaking and Presenting in a virtual context ~.~ This module focuses on presenting and public speaking.  Each lesson will cover a communication strategy for in-person presenting and then show you how to use that same strategy in a virtual presentation.",2022-07-30T00:31:31Z
https://www.coursera.org/specializations/improve-english,Improve Your English Communication Skills Specialization,Georgia Institute of Technology,specializations,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~improve-english/XDP~SPECIALIZATION!~improve-english.jpeg,Learning English,Shareable Certificate,"This Specialization helps you improve your professional communication in English for successful business interactions. Each course focuses on a particular area of communication in English:  writing emails, speaking at meetings and interviews, giving presentations, and networking online. Whether you want to communicate to potential employers, employees, partners or clients, better English communication can help you achieve your language and professional goals. The Capstone course will focus especially on making those important connections to take your career or business to the next level. Make yourself more competitive by improving your English through this Specialization: Improve Your English Communication Skills.",Approximately 5 months to complete,English,Beginner Level,-,free,4.8,-,2022-07-30T00:31:31Z
https://www.coursera.org/specializations/good-with-words-speaking-and-presenting,Good with Words: Speaking and Presenting Specialization,University of Michigan,specializations,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~good-with-words-speaking-and-presenting/XDP~SPECIALIZATION!~good-with-words-speaking-and-presenting.jpeg,Personal Development,Shareable Certificate,"Suppose you were good with words. Suppose when you decided to speak, the message you delivered—and the way you delivered it—successfully connected with your intended audience. What would that mean for your career prospects? What would that mean for your comfort level in social situations? And perhaps most importantly, what would that mean for your satisfaction with the personal relationships you value the most?

This specialization is designed to help you find out. Based on an award-winning course and workshop series at the University of Michigan that has been taken by students training to enter a wide range of fields—law, business, medicine, social work, public policy, design, engineering, and many more—it removes the guesswork from figuring out how to communicate clearly and compellingly.",Approximately 4 months to complete,English,Beginner Level,-,free,4.7,-,2022-07-30T00:31:31Z
https://www.coursera.org/learn/communicate-with-impact,Storytelling and influencing: Communicate with impact,Macquarie University,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~communicate-with-impact/XDP~COURSE!~communicate-with-impact.jpeg,Leadership and Management,Shareable Certificate,"An ambitious vision for the future of your organisation isn’t enough – how do you communicate this vision to get your colleagues on board? The ability to effectively communicate and persuade others is a key leadership skill. Traditional and common-sense models of communication and persuasion often fail to capture the complex nature of ‘influencing’. Via structured learning activities (video lectures, quizzes, discussion prompts and written assessments) this course will develop your capacity to communicate appropriately in different situational and cultural contexts, making you a highly influential leader.",Approx. 18 hours to complete,English,-,-,free,4.8,"The necessary art of persuasion: Understanding what matters to your audience ~.~ At the heart of persuasive communications is a solid understanding of your audience and what they find appealing. This week you will learn the basic theory of persuasive communication, including models of information processing, motivational appeals, message acceptance, fast and slow decision making and rules of effective human interactions. ~.~ Telling your story: Developing a dramatic narrative ~.~ Effective storytelling starts with developing persuasive content, and then structuring a dramatic narrative that will spark the imagination. In week 2, you will learn how to apply storytelling principles like shaping the beginning, building the middle, and making the ending powerful. You will learn how to find the winning idea for your story, colour it with emotions, and use metaphors to quickly connect concepts in people’s minds. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Connecting with people: Developing authenticity and building rapport ~.~ Developing rapport and trust is a crucial aspect of persuasion, in fact, it crucial for any form of supportive human interactions. Often times, this means being able to read a situation and adapt the approach accordingly. In week 3, you will learn how to speak authentically, and how to quickly build and maintain rapport.  The means by which this can be accomplished include the use of verbal and non-verbal cues and the techniques of matching and mirroring the body language and vocal qualities of the other person. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Talk the talk: Creating impressions and guiding influential conversations ~.~ Group meetings can create lasting impressions, which is why it important that they are well run. But, more often than not, such meetings are unproductive. Stress and tension in meetings are also common. In week 4, you will learn how to lead influential group conversation by planning an effective meeting, be aware of the do’s and don’ts in meeting, avoid groupthink, and how to make better decisions. You will also learn the power of impression management. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Painful truth: Dealing with objections and overcoming resistance ~.~ Not all conversations are positive. Some are painful but necessary, like handling objections and overcoming resistance. In week 5, you will learn how to prepare for stressful conversations and deal with objections.You will understand the nature of the objections, why people make them, and then how to reduce their resistance, and defend your proposals against these objections. ~.~ Winning over hearts and minds: How to pitch a brilliant idea ~.~ ",2022-07-30T00:32:21Z
https://www.coursera.org/projects/user-experience-create-a-storyboard-using-storyboarder,User-Experience: Create a Storyboard using Storyboarder,Coursera Project Network,guided project,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~user-experience-create-a-storyboard-using-storyboarder/XDP~COURSE!~user-experience-create-a-storyboard-using-storyboarder.jpeg,Design and Product,-,-,-,-,-,-,-,-,"Break down research into main actions. ~.~ Get started with Storyboarder to divide, move, and add Boards. ~.~ Add basic objects and people into three Boards. ~.~ Edit basic objects and people. ~.~ Change the camera angles, add colours and effects. ~.~ Highlight the key problems observed and add text.",2022-07-30T00:32:21Z
https://www.coursera.org/projects/how-visualize-research-data-tableau,How to Visualize Research Data in Tableau,Coursera Project Network,guided project,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~how-visualize-research-data-tableau/XDP~COURSE!~how-visualize-research-data-tableau.jpeg,Data Analysis,-,-,-,-,-,-,-,-,Get Started With Tableau ~.~ Build A Table ~.~ Make A GeoVisualization ~.~ Create a Pie Chart ~.~ Export Your Charts,2022-07-30T00:32:21Z
https://www.coursera.org/projects/fem-finite-elemente-methode-mit-simscale,Eine Einführung in die Finite Elemente Methode mit SimScale,Coursera Project Network,guided project,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fem-finite-elemente-methode-mit-simscale/XDP~COURSE!~fem-finite-elemente-methode-mit-simscale.jpeg,Mechanical Engineering,-,-,-,-,-,-,-,-,SimScale & FEM Einführung ~.~ Geometrien ~.~ Randbedingungen ~.~ Meshing ~.~ Simulation ~.~ Post-Processing ~.~ Bonus Task,2022-07-30T00:33:05Z
https://www.coursera.org/learn/transferencia-tecnologica-investigacion,Transferencia tecnológica: De la investigación al mercado.,Pontificia Universidad Católica de Chile,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~transferencia-tecnologica-investigacion/XDP~COURSE!~transferencia-tecnologica-investigacion.jpeg,Marketing,Shareable Certificate,"Este MOOC fue desarrollado para fortalecer las capacidades de gestión de la transferencia tecnológica de académicos e investigadores de las diferentes disciplinas, gestores tecnológicos y estudiantes de postgrado. Pretende ser un apoyo para todos aquellos que quieran que sus resultados de investigación se conviertan en productos o servicios que impacten en la calidad de vida de las personas mediante su transferencia a empresas o instituciones, o a través de la generación de emprendimientos de base tecnológica.",Approx. 10 hours to complete,Spanish,Beginner Level,-,free,4.8,"Introducción a la comercialización y transferencia tecnológica ~.~ Tras realizar este módulo podrás identificar el concepto y los pasos asociados a la transferencia tecnológica. Además reconocerás el rol de las oficinas de transferencia en este proceso. ~.~ Armando la estrategia de transferencia: análisis de viabilidad y validación técnico comercial de los resultados de investigación. ~.~ Al finalizar este módulo, podrás reconocer los aspectos asociados al análisis de viabilidad que identifican el potencial de un resultado de investigación y permiten armar una estrategia con miras a su transferencia. ~.~ Propiedad Intelectual: Protegiendo los resultados de investigación. ~.~ Una vez finalizado este módulo serás capaz de distinguir los pasos para generar una estrategia de protección que posibilite la transferencia tecnológica. ~.~ Transferencia de resultados de investigación: licenciamiento y emprendimiento de base tecnológica. ~.~ Al terminar este módulo podrás determinar las vías de ejecución de la estrategia de transferencia que permitan transformar el resultado de la investigación en productos y/o servicios que impacten en la sociedad.",2022-07-30T00:33:05Z
https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-vba-for-creative-problem-solving-part-1/XDP~COURSE!~excel-vba-for-creative-problem-solving-part-1.jpeg,Algorithms,Shareable Certificate,"""Excel/VBA for Creative Problem Solving, Part 1"" is aimed at learners who are seeking to augment, expand, optimize, and increase the efficiency of their Excel spreadsheet skills by tapping into the powerful programming, automation, and customization capabilities available with Visual Basic for Applications (VBA).",Approx. 18 hours to complete,English,Beginner Level,-,free,4.8,"Macro recording, VBA procedures, and debugging ~.~ Week 1 will introduce you to visual basic for applications (VBA) and teach you the foundational tools required to create basic procedures in VBA.  You'll learn about different data types and the scope of variables, how to troubleshoot your code when it's not working, and how to record basic macros using both absolute and relative referencing modes. ~.~ User-Defined VBA Functions ~.~ In Week 2, you will learn basic VBA expression entry, how to create user-defined functions, how to convert functions to Add-Ins in Excel, how to borrow Excel's built-in functions, how to troubleshoot your VBA functions when they aren't working, and you'll learn about how to design your procedures in a modular fashion. ~.~ Exchanging Information Between Excel and VBA ~.~ Week 3 teaches you all about how to reference and move information to VBA from Excel and vice versa.  You'll learn about the various objects, properties, methods, and events in VBA.  Some of the most important properties and methods will be learned in this module that will make future problem solving in the course possible.  You will also learn how to deal with errors that arise in your subroutines. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Programming structures in VBA ~.~ Week 4 begins the ""meat"" of programming in VBA, and we are finally moving into some exciting problem solving.  You will learn about the common programming structures in VBA (sequence, selection, and repetition) that form the foundation for advanced programming procedures.  Several examples will highlight the utility of these programming structures. ~.~ (OPTIONAL) Numerical techniques and live solution strategies ~.~ Week 5 is OPTIONAL!  Those who complete the Week 5 assessments (Quiz 5 and Assignment 5) will earn an Honors designation on their Course Certificate (see the first reading ""WEEK 5 IS OPTIONAL"" below).  Week 5 delves into some important numerical techniques that can be used in Excel without the use of VBA.  You will also explore ways in which the targeting tools in Excel (Goal Seek and Solver tools) can be automated in VBA.  Finally, you'll explore some exciting ""live solution"" methods that have distinct advantages, especially for case studies where you have multiple scenarios that must be solved.  Week 5 represents the most math-heavy module of either part of ""Excel/VBA for Creative Problem Solving"" but will provide you with some extremely useful tools that you can implement in solving a variety of real world problems.  Even if you choose to skip/forego Week 5, you can always use this material as reference in the future!",2022-07-30T00:33:05Z
https://www.coursera.org/learn/experimentation,Experimentation for Improvement,McMaster University,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~experimentation/XDP~COURSE!~experimentation.jpeg,Probability and Statistics,Shareable Certificate,"We are always using experiments to improve our lives, our community, and our work. Are you doing it efficiently? Or are you (incorrectly) changing one thing at a time and hoping for the best?",Approx. 13 hours to complete,English,Intermediate Level,-,free,4.8,"Introduction ~.~ We perform experiments all the time, so let's learn some terminology that we will use throughout the course. We show plenty of examples, and see how to analyze an experiment. We end by pointing out: ""how not to run an experiment"". ~.~ Analysis of experiments by hand ~.~ The focus is on manual calculations. Why? Because you have to understand the most basic building blocks of efficient experiments. We look at systems with 2 and 3 variables (factors). Don't worry; the computer will do the work in the next module. ~.~ Using computer software to analyze experiments ~.~ Now we use free software to do the work for us. You can even run the software through a website (without installing anything special). We look at systems with 2, 3 and 4 factors. Most importantly we focus on the software interpretation. ~.~ Getting more information, with fewer experiments ~.~ This is where the course gets tough and rough, but real. The quiz at the end if a tough one, so take it several times to be sure you have mastered the material - that's all that matters - understanding. We want to do as few experiments as possible, while still learning the most we can. Feel free to skip to module 5, which is the crucial learning from the whole course. You can come back here later. In module 4 we show how to do *practical* experiments that practitioners use everyday. We learn about important safeguards to ensure that we are not mislead by Mother Nature. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Response surface methods (RSM) to optimize any system ~.~ This is the goal we've been working towards: how to optimize any system. We start gently. We optimize a system with 1 factor and we also show why optimizing one factor at a time is misleading. We spend several videos to show how to optimize a system with 2 variables. ~.~ Wrap-up and future directions ~.~ We close up the course and point out the next steps you might follow to extend what you have learned here.",2022-07-30T00:33:43Z
https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-2,"Excel/VBA for Creative Problem Solving, Part 2",University of Colorado Boulder,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-vba-for-creative-problem-solving-part-2/XDP~COURSE!~excel-vba-for-creative-problem-solving-part-2.jpeg,Algorithms,Shareable Certificate,"""Excel/VBA for Creative Problem Solving, Part 2"" builds off of knowledge and skills obtained in ""Excel/VBA for Creative Problem Solving, Part 1"" and is aimed at learners who are seeking to augment, expand, optimize, and increase the efficiency of their Excel spreadsheet skills by tapping into the powerful programming, automation, and customization capabilities available with Visual Basic for Applications (VBA).",Approx. 20 hours to complete,English,Intermediate Level,-,free,4.9,"Arrays and Array Functions ~.~ In Week 1, you will learn all about arrays and array functions.  You will learn how to iterate through arrays using nested For...Next loops and For Each...Next statements; you will learn how to import data to VBA from Excel and export data to Excel from VBA; you will learn how to create user-defined array functions; and you will learn about the ReDim Preserve statement for resizable arrays.  Week 1 is concluded with a quiz, which unlocks Assignment 1. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Working with strings and .txt files ~.~ Week 2 deals with text strings and text (.txt) files.  You will learn about the string functions in Excel and VBA.  You will gain practice with string functions as you learn how to create functions in VBA that utilize string functions.  You will learn how to extract strings, such as email addresses, from a spreadsheet of mixed string formats.  You will also learn how to write information from Excel to .txt files and also to import information in .txt files to Excel.  The module is concluded with a quiz and Assignment 2. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Iterating through worksheets and workbooks ~.~ Week 3 is all about iterating through (automating) worksheets and workbooks.  You will learn how to consolidate information from multiple worksheets into a single worksheet and you will learn how to automatically consolidate information found within multiple workbooks into a single worksheet of a single workbook.  The automation principles you learn in this module are priceless.  Week 3 is concluded with a quiz and a very challenging assignment. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ User forms and advanced user input/output ~.~ In Week 4, you will learn about advanced input and message boxes and event handlers.  You will learn how to interface with the user in a professional manner using user forms that validate input and prevent the ""debug"" window and VBE from appearing.  You will also learn how to place combo boxes on user forms and populate those combo boxes with information on the spreadsheet.  Finally, you will learn how to put it all together and implement a solving technique (bisection method) to solve a real world problem in a user form.  Week 4 is concluded with a quiz, which unlocks Assignment 4. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL",2022-07-30T00:33:43Z
https://www.coursera.org/learn/being-researcher,Being a researcher (in Information Science and Technology),Politecnico di Milano,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~being-researcher/XDP~COURSE!~being-researcher.jpeg,Research Methods,Shareable Certificate,"The course provides a broad view of how to become and progress as a researcher. It spans over a wide range of topics, from the historical development of scientific thought to research methodology, to the pragmatics of publication, research funding, evaluation, and promotion in a researcher’s career. It also stresses the ethical aspects of research. Although the course speaks about scientific research in general, it especially focuses on the field on Information and Communication Science and Technology.",Approx. 7 hours to complete,English,Beginner Level,-,free,4.9,"WEEK 1 - Research and its context ~.~ Week 1 has an introductory and motivational purpose. It faces the following questions: What is science? What is scientific research? What is the relation between scientific progress and the progress of society? What is the relation between research and innovation? Why should researchers engage themselves publicly? ~.~ WEEK 2 - Research Methodology ~.~ Week 2 focuses on research methods. It discusses the interplay between invention — the creative act that identifies an interesting open problem and a possible solution — and validation — the meticulous process through which the identified solution is critically evaluated. It briefly discusses the historical evolution of the notion of a “scientific method”, through which research results are validated, mainly developed in the context of physical and natural sciences. Then it broadens the analysis to other kinds of research, and in particular ICST research. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ WEEK 3 - The products of research: publications and beyond ~.~ The results of research (its products) are used to develop further research and lead to industrial innovations and societal changes. Week 3 focuses on the diffusion process of research products. The main way of diffusing research results is through scientific publications. The traditional publication process is analysed and recent trends towards open access are also discussed. Other kinds of research products, which take the form of artifacts, like data sets or research prototypes, are also discussed. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ WEEK 4 - The researcher's progress ~.~ Week 4 focuses on the researcher’s career progress in his/her professional life, from being a researcher-in-formation to becoming a junior independent researcher to maturing into an established research leader. In particular, it discusses the skills one needs to acquire and provides tips of advice on how to progress successfully. ~.~ WEEK 5 - Evaluating research ~.~ Week 5 focuses on evaluation in research. Evaluation is key to research, as for any intrinsically competitive human endeavor. Researchers are evaluated for hiring, funding, and promotion. Research units (groups, departments) are also evaluated for funding. Even global institutions (like universities) are evaluated and ranked internationally. Traditionally, evaluation is performed via peer review. Increasingly, other forms of evaluation based on quantitative indicators — such as bibliometric indicators — have been emerging and are increasingly used. Quantitative indicators are discussed and critically analyzed. ~.~ WEEK 6 - Research ethics ~.~ Week 6 focuses on the ethical issues involved in doing research. It defines the notions of ethics and misconduct. It discusses misconduct in proposing, performing, reviewing research or reporting research, focusing in particular on plagiarism, breach of confidentiality, conflict of interest. Possible ethical aspects involved in the specific research are also discussed. Research can involve or affects humans, other organisms, or the environment. This is traditionally well understood, e.g. in life sciences. Increasingly research in all areas of technology is getting closer to humans and touches ethical sensitive issues.",2022-07-30T00:33:43Z
https://www.coursera.org/learn/ethics-technology-engineering,"Ethics, Technology and Engineering",-,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ethics-technology-engineering/XDP~COURSE!~ethics-technology-engineering.jpeg,Research Methods,Shareable Certificate,"There is an increasing attention to ethics in engineering practice. Engineers are supposed not only to carry out their work competently and skilfully, but also to be aware of the broader ethical and social implications of engineering and to be able to reflect on these.  According to the Engineering Criteria 2000 of the Accreditation Board for Engineering and Technology (ABET) in the US, engineers must have “an understanding of professional and ethical responsibility” and should ""understand the impact of engineering solutions in a global and societal context.”",Approx. 19 hours to complete,English,Beginner Level,-,free,4.7,"The responsibility of engineers ~.~ This module discusses the responsibility of engineers. We will investigate what exactly responsibility is, distinguishing between passive responsibility for things that happened in the past and active responsibility for things not yet attained.  Furthermore, we will discuss the professional responsibility of engineers, examine the consequences for this responsibility, such as whistle-blowing and the application of the precautionary principle. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Codes of conduct ~.~ In this module, we discuss the role of codes of conduct in engineering. In particular, we focus on professional codes as they have been proposed by professional engineering societies and on corporate codes, as they have been formulated by companies. We discuss these two types of codes, their structure and their content, and a number of common objections that have been levelled against codes of conduct. This includes the problem that someone is acting according to the code, but that it may nevertheless lead to dismissal. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Normative ethics ~.~ In this module we will discuss some ethical theories that have been developed by various philosophers. Ethical theories help us to sort out our thinking and to develop a coherent and justifiable basis for dealing with moral questions. The role of ethical theories is to provide certain arguments or reasons for a moral judgment. They provide a normative framework for understanding and responding to moral problems, so improving ethical decision-making or, at least, avoiding certain shortcuts, such as neglecting certain relevant features of the problem or just stating an opinion without any justification. In this module we shall therefore introduce three of the most well-known ethical theories: consequentialism, duty ethics and virtue ethics. These theories each have their own criteria with which they determine whether an action is right or wrong. Before we go into these three theories we shall discuss what we mean by morality and ethics, and we shall look into the points of departure of ethics: values, norms, and virtues. These points of departure often recur in ethical theories. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ The ethical cycle ~.~ Engineers will encounter in their professional life some difficult moral situations. Such situations call for moral judgment, using the tools we have introduced in the preceding modules. However, moral judgment is not a straightforward or linear process in which you simply apply ethical theories to find out what to do. Instead it is a process in which the formulation of the moral problem, the formulation of possible ‘solutions’, and the ethical judging of these solutions go hand in hand. This messy character of moral problems, however, does not rule out a systematic approach. In this module we describe a systematic approach to problem solving that does justice to the complex nature of moral problems and moral judgment: the ethical cycle. Our goal is to provide a structured method of addressing moral problems which helps to guide a sound analysis of these problems. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Ethical questions in the design of technology ~.~ Disasters like the Challenger illustrates the importance of design to engineering. In this case, as in other cases, the design phase was crucial for the proper working of a technology and possible risks and other side effects. The example also shows the importance of activities that are closely related to design like testing, certification and inspection. Second, the example shows that most design involves trade-offs. In wheel design for trains, e.g., a trade-off is faced between energy (and cost) efficiency and comfort. We start with a description of what designing is and what type of ethical issues may arise in the various stages of the design process. Next, we shall take a closer look at one aspect of the design: the choice between different conceptual designs in the light of design requirements and trade-offs. ~.~ Designing morality ~.~ Technological artefacts can be politically or morally charged. This means that ethics is not just a matter of people but also of things. To better understand, the moral role of technological artefacts, we will elaborate this notion of ‘technological mediation’. After this, the implications of this mediation approach for ethics will be investigated, especially to what extent we can moralize technology. ~.~ Ethical aspects of technological risks ~.~ To a certain extent hazards are inherent to technology. In this module, we shall discuss the moral issues that are raised by the risks and hazards of technologies, and how engineers can deal with those issues. We will discuss the current methods for assessing risks, and the moral acceptability of technological risks. ~.~ Distribution of responsibility ~.~ It is often very difficult to pinpoint responsibility and blame in cases in which many people are involved in an activity and in which many causes contributed to a disaster. Dealing with the problem of many hands requires attention for the distribution of responsibility in engineering. In this module we will discuss how responsibilities are actually distributed in engineering, and how the resulting responsibility distribution can be evaluated in terms of moral fairness (are the appropriate persons held responsible?) and in terms of effectiveness (does the responsibility distribution contribute to avoiding harm and in achieving beneficial results?) ~.~ Exam ~.~ ",2022-07-30T00:34:14Z
https://www.coursera.org/learn/computers-waves-simulations,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",Ludwig-Maximilians-Universität München (LMU),course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~computers-waves-simulations/XDP~COURSE!~computers-waves-simulations.jpeg,Research Methods,Shareable Certificate,"Interested in learning how to solve partial differential equations with numerical methods and how to turn them into python codes? This course provides you with a basic introduction how to apply methods like the finite-difference method, the pseudospectral method, the linear and spectral element method to the 1D (or 2D) scalar wave equation. The mathematical derivation of the computational algorithm is accompanied by python codes embedded in Jupyter notebooks. In a unique setup you can see how the mathematical equations are transformed to a computer code and the results visualized. The emphasis is on illustrating the fundamental mathematical ingredients of the various numerical methods (e.g., Taylor series, Fourier series, differentiation, function interpolation, numerical integration) and how they compare. You will be provided with strategies how to ensure your solutions are correct, for example benchmarking with analytical solutions or convergence tests. The mathematical aspects are complemented by a basic introduction to wave physics, discretization, meshes, parallel programming, computing models.",Approx. 35 hours to complete,English,Intermediate Level,-,free,4.7,"Week 01 - Discrete World, Wave Physics, Computers ~.~ The use of numerical methods to solve partial differential equations is motivated giving examples form Earth sciences. Concepts of discretization in space and time are introduced and the necessity to sample fields with sufficient accuracy is motivated (i.e. number of grid points per wavelength). Computational meshes are discussed and their power and restrictions to model complex geometries illustrated. The basics of parallel computers and parallel programming are discussed and their impact on realistic simulations. The specific partial differential equation used in this course to illustrate various numerical methods is presented: the acoustic wave equation. Some physical aspects of this equation are illustrated that are relevant to understand its solutions. Finally Jupyter notebooks are introduced that are used with Python programs to illustrate the implementation of the numerical methods. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Week 02 The Finite-Difference Method - Taylor Operators ~.~ In Week 2 we introduce the basic definitions of the finite-difference method. We learn how to use Taylor series to estimate the error of the finite-difference approximations to derivatives and how to increase the accuracy of the approximations using longer operators. We also learn how to implement numerical derivatives using Python. ~.~ Week 03 The Finite-Difference Method - 1D Wave Equation - von Neumann Analysis ~.~ We develop the finite-difference algorithm to the acoustic wave equation in 1D, discuss boundary conditions and how to initialize a simulation example. We look at solutions using the Python implementation and observe numerical artifacts. We analytically derive one of the most important results of numerical analysis – the CFL criterion which leads to a conditionally stable algorithm for explicit finite-difference schemes. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Week 04 The Finite-Difference Method in 2D - Numerical Anisotropy, Heterogeneous Media ~.~ We develop the solution to the 2D acoustic wave equation, compare with analytical solutions and demonstrate the phenomenon of numerical (non-physical) anisotropy. We extend the von Neumann Analysis to 2D and derive numerical anisotropy analytically. We learn how to initialize a realistic physical problem and illustrate that 2D solution are already quite powerful to understand complex wave phenomena. We introduced the 1D elastic wave equation and show the concept of staggered-grid schemes with the coupled first-order velocity-stress formulation. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Week 05 The Pseudospectral Method, Function Interpolation ~.~ We start with the problem of function interpolation leading to the concept of Fourier series. We move to the discrete Fourier series and highlight their exact interpolation properties on regular spatial grids. We introduce the derivative of functions using discrete Fourier transforms and use it to solve the 1D and 2D acoustic wave equation. The necessity to simulate waves in limited areas leads us to the definition of Chebyshev polynomials and their uses as basis functions for function interpolation. We develop the concept of differentiation matrices and discuss a solution scheme for the elastic wave equation using Chebyshev polynomials. ~.~ Week 06 The Linear Finite-Element Method - Static Elasticity ~.~ We introduce the concept of finite elements and develop the weak form of the wave equation. We discuss the Galerkin principle and derive a finite-element algorithm for the static elasticity problem based upon linear basis functions.  We also discuss how to implement boundary conditions. The finite-difference based relaxation method is derived for the same equation and the solution compared to the finite-element algorithm. ~.~ Week 07 The Linear Finite-Element Method - Dynamic Elasticity ~.~ We extend the finite-element solution to the elastic wave equation and compare the solution scheme to the finite-difference method. To allow direct comparison we formulate the finite-difference solution in matrix-vector form and demonstrate the similarity of the linear finite-element method and the finite-difference approach. We introduce the concept of h-adaptivity, the space-dependence of the element size for heterogeneous media. ~.~ Week 08 The Spectral-Element Method - Lagrange Interpolation, Numerical Integration ~.~ We introduce the fundamentals of the spectral-element method developing a solution scheme for the 1D elastic wave equation. Lagrange polynomials are discussed as the basis functions of choice. The concept of Gauss-Lobatto-Legendre numerical integration is introduced and shown that it leads to a diagonal mass matrix making its inversion trivial. ~.~ Week 09 The Spectral Element Method - 1D Elastic Wave Equation, Convergence Test ~.~ We finalize the derivation of the spectral-element solution to the elastic wave equation. We show how to calculate the required derivatives of the Lagrange polynomials making use of Legendre polynomials. We show how to perform the assembly step leading to the final solution system for the elastic wave equation. We demonstrate the numerical solution for homogenous and heterogeneous media.",2022-07-30T00:34:14Z
